Sex,Age,PVD1,PVD2,PVD3rc,PVD4,PVD5rc,PVD6,PVD7,PVD8,PVD9,PVD10,PVD11rc,PVD12rc,PVD13rc,PVD14rc,PVD15,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6rc,SOIR7,SOIR8,SOIR9,GenHealth,INF_PREV_COMM,INF_PREV_FAM,INF_PREV_JOB,TDDS1,TDDS2,TDDS3,TDDS4,TDDS5,TDDS6,TDDS7,TDDS8,TDDS9,TDDS10,TDDS11,TDDS12,TDDS13,TDDS14,TDDS15,TDDS16,TDDS17,TDDS18,TDDS19,TDDS20,TDDS21
1,22,7,5,5,4,4,5,3,5,3,3,1,4,3,2,2,2,2,1,8,7,8,7,5,9,3,2, ,2,5,4,7,6,3,7,7,3,5,6,2,6,6,2,7,4,4,6,3,6,6
1,22,5,7,1,5,2,2,4,2,4,2,3,6,6,2,2,2,2,1,5,2,8,3,3,6,3,19,8,29,4,2,5,5,1,5,3,1,4,6,4,5,5,4,3,3,6,2,5,2,2
1,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,22,6,6,5,6,6,2,6,4,6,2,6,6,7,5,5,1,1,5,7,7,7,7,8,8,3,10,2,6,2,4,6,6,4,5,6,4,5,7,5,6,5,5,5,3,5,2,5,5,6
1,22,6,2,2,4,2,1,3,2,3,1,4,3,2,3,3,3,1,1,9,8,8,6,5,6,4,15,1,5,4,2,5,6,2,5,3,1,2,6,3,7,6,2,3,5,5,4,4,3,5
1,22,7,7,7,7,7,7,7,7,7,4,3,4,4,4,4,2,2,2,9,9,9,9,8,8,2,81,50,39,1,1,7,4,7,7,4,1,7,7,3,6,2,2,4,4,7,4,1,1,7
2,22,6,5,6,6,2,6,5,5,1,6,2,6,2,6,7,2,2,2,8,1,1,4,5,5,3, , , ,5,6,6,6,1,6,6,1,5,6,6,7,6,1,6,6,7,6,6,2,6
2,22,5,2,6,6,2,2,2,1,1,2,2,2,2,2,1,1,1,1,9,8,7,7,3,4,4,10,5,10,3,5,7,7,2,3,4,5,4,6,6,5,7,2,6,7,7,5,5,2,4
2,22,7,2,2,7,3,2,5,2,7,1,6,2,3,1,1,1,1,1,2,1,1,2,2,1,5,20,40,5,5,7,7,6,7,6,4,7,5,6,2,6,1,7,7,4,6,6,2,7,7
2,22,7,7,1,4,7,7,7,7,2,7,7,7,6,6,2,2,1,1,1,1,1,3,2,1,1,20,5,60,7,5,5,7,2,1,7,1,3,5,4,5,7,7,5,7,7,5,7,5,3
2,22,5,7,5,3,7,5,3,7,2,7,3,7,7,7,4,2,4,7,9,9,6,2,1,1,1,66,42,20,2,3,6,4,4,5,4,1,2,4,3,5,6,2,6,5,7,6,6,1,2
2,22,7,6,1,1,3,1,6,2,1,1,6,7,7,2,1,2,5,6,9,7,7,9,9,8,2,100,76,82,6,6,7,5,5,7,4,2,4,7,7,7,7,5,6,4,6,7,7,5,7
2,22,7,3,6,5,5,6,6,2,7,3,4,2,4,6,3,2,4,7,9,9,9,6,6,5,3,14,0,1,6,3,3,5,1,5,3,5,4,2,7,3,4,4,1,6,1,2,3,1,1
2,22,7,4,1,6,4,2,2,5,1,2,3,4,2,2,4,2,1,2,9,9,8,9,6,6,3,50,50,50,2,5,7,2,1,4,2,1,5,2,5,6,2,3,6,3,7,6,2,2,7
2,22,7,5,1,5,5,3,7,4,7,5,1,4,3,3,7,2,1,1,1,1,2,2,3,1,4,49,92,6,1,7,6,7,3,4,1,2,5,7,7,6,7,5,7,1,7,6,7,2,4
2,22,7,7,3,7,7,5,7,7,1,5,7,7,7,6,1,3,2,2,1,1,2,1,1,2,4,33,26,28,5,6,6,6,7,5,5,7,7,6,7,7,7,4,6,6,7,5,5,7,7
2,22,7,3,4,5,6,3,4,2,5,2,5,4,5,4,4,3,4,5,9,9,8,8,9,8,4,23,1,12,4,1,7,6,1,1,1,1,2,7,4,7,5,1,5,5,3,7,5,1,7
2,22,6,2,2,6,2,3,6,5,3,5,6,5,3,5,4,2,2,3,9,1,9,8,7,6,5,67,81,77,3,5,2,3,6,2,2,6,5,6,6,5,6,6,3,2,2,3,3,3,3
2,22,5,3,2,5,3,2,5,2,2,2,1,3,2,3,2,2,1,1,9,7,6,8,3,3,2,34,0,0,1,2,6,4,1,2,1,1,4,5,2,5,3,1,4,5,5,6,6,1,4
2,22,5,5,5,5,7,5,4,6,4,6,2,7,6,7,2,2,4,6,9,4,8,1,1,1,2,3,1,0,2,4,7,4,1,3,3,1,4,4,7,6,6,2,4,3,7,6,3,2,6
2,22,5,3,2,3,5,4,3,4,3,4,6,5,2,5,1,1,1,1,4,1,1,1,2,1,2,10,5,10,5,6,6,5,3,2,4,2,2,3,6,3,5,1,3,3,7,5,5,3,6
2,22,6,5,5,7,6,4,3,5,2,5,6,6,7,6,5,2,1,1,8,1,4,5,1,3,2,25,0,7,2,3,7,5,1,5,3,1,5,4,2,6,5,2,5,6,7,7,4,7,7
2,22,3,5,7,2,7,2,5,2,7,1,1,4,2,4,3,2,2,2,5,2,2,3,3,1,2,5,1,1,2,6,6,4,1,3,2,5,4,6,2,5,6,1,3,7,6,7,1,2,7
2,22,6,6,2,7,7,2,3,6,7,6,3,7,7,6,1,4,1,3,5,3,9,1,1,1,3,21,29,70,2,3,6,6,1,2,2,1,2,5,6,4,6,2,4,4,6,5,6,1,3
2,22,6,2,3,7,4,1,6,2,1,2,1,5,3,4,4,2,4,8,9,9,9,2,1,1,3,35,15,0,6,5,7,7,1,4,7,1,5,7,2,7,7,2,6,7,6,7,6,2,4
2,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,22,4,3,6,3,6,4,3,2,5,2,3,5,6,5,3,2,2,2,2,2,8,3,2,1,3,9,4,4,5,3,4,5,2,2,2,2,5,3,3,3,5,3,5,6,6,6,6,5,6
1,21,6,5,7,4,2,3,6,3,4,6,4,2,6,3,6,2,1,1,9,4,7,1,1,1,2, , , ,1,1,6,7,1,2,1,1,5,7,1,5,1,4,6,6,2,6,5,1,5
1,21,5,7,5,3,6,1,1,7,7,7,2,6,2,6,2,2,4,2,9,9,9,9,8,8,4,10,10,0,1,1,7,7,1,1,3,1,7,4,1,7,7,7,1,7,5,7,7,3,1
1,21,6,6,3,4,3,5,4,4,5,6,2,3,4,3,5,1,1,1,4,3,5,1,3,3,3,62,66,45,6,4,3,4,3,4,3,4,2,5,5,4,3,3,4,3,5,5,3,6,6
1,21,6,3,3,4,6,4,2,4,2,4,4,5,4,2,2,3,2,3,4,6,8,7,3,4,2,50,20,10,1,5,2,6,3,6,4,3,1,5,3,5,6,3,2,1,5,1,4,5,6
1,21,6,3,1,3,5,2,5,2,7,2,3,2,7,2,4,3,2,3,8,8,8,9,7,9,4,10, ,2,7,4,7,5,2,3,3,6,4,3,5,6,3,2,6,3,6,3,2,1,5
1,21,7,4,3,4,6,2,4,5,7,4,7,6,5,4,5,1,1,1,5,5,7,7,5,5,3,15,0,0,7,7,7,7,4,6,6,6,7,7,7,5,7,6,7,6,6,1,5,7,7
1,21,2,6,6,3,2,4,2,2,6,1,4,6,2,4,3,5,2,4,2,5,6,4,3,4,2,15,8,21,3,2,6,2,3,3,3,3,6,2,7,2,5,6,2,2,6,4,3,6,2
1,21,4,2,3,5,3,1,2,2,2,2,3,3,5,3,4,1,2,1,5,5,5,6,6,5,2,5,5,0,5,3,5,6,1,4,5,3,3,6,3,5,6,3,5,6,4,5,6,2,5
1,21,6,1,1,1,1,2,1,1,1,1,1,5,2,2,1,1,1,1,9,9,9,5,5,1,3,10,0,0,1,1,6,6,4,6,1,1,5,6,1,5,1,1,6,2,1,5,3,1,5
1,21,7,1,4,7,1,1,6,1,1,1,6,1,5,1,2, , , , , , , , , ,5,40,0,0,5,4,7,6,2,6,5,2,5,6,2,6,5,2,6,5,3,4,5,5,7
1,21,2,4,5,6,2,3,7,4,5,4,4,4,6,3,4,4,3,5,3,5,5,5,2,4,3,58,27,45,3,5,4,3,3,4,3,2,3,2,5,3,5,4,3,5,2,3,5,4,3
2,21,5,2,3,6,2,1,4,2,2,1,5,3,3,3,3,1,1,1,5,4,3,3,2,2,3, , , ,2,4,5,4,3,4,5,1,3,4,4,6,5,4,5,6,5,6,5,3,4
2,21,7,6,4,6,5,2,2,4,2,1,7,6,6,4,2,2,1,1,9,9,7,3,3,2,2,0,0,0,4,2,5,6,1,1,4,1,2,6,3,2,6,2,4,6,7,6,5,2,5
2,21,6,6,7,7,7,5,7,6,2,6,7,6,6,6,6,2,2,3,9,6,6,4,2,3,2,36,10,56,6,3,4,7,1,2,7,1,3,7,2,5,7,3,4,6,7,7,7,1,7
2,21,7,6,4,4,6,6,5,6,4,5,5,7,3,6,4,2,1,1,9,6,6,1,1,1,2,63,65,0,6,4,7,7,1,4,5,7,4,6,2,5,7,1,4,6,7,5,7,1,4
2,21,7,4,7,7,7,1,7,1,1,1,4,7,7,7,4,2,2,1,1,1,1,1,1,1,3,48,47,48,7,7,7,7,4,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7
2,21,7,3,4,6,4,2,4,4,4,4,4,4,5,4,3,8,6,8,8,7,9,4,6,3,3,29,4,43,3,6,6,5,2,6,4,2,3,5,6,5,4,2,7,5,7,5,5,4,6
2,21,6,2,2,3,2,2,6,3,2,2,2,2,2,2,6,2,1,1,8,6,3,6,5,5,3,47,3,16,3,4,6,4,2,7,2,2,5,5,2,7,3,2,6,3,7,7,3,3,7
2,21,6,1,5,6,2,1,1,1,1,1,5,2,2,2,2,1,2,1,5,2,2,2,1,1,4,1,0,0,1,5,7,7,1,1,3,1,3,6,6,7,2,2,7,6,7,7,7,1,7
2,21,7,3,1,4,5,2,4,1,3,1,3,2,5,3,2,3,6,5,8,9,6,6,7,2,3,40,7,3,2,5,6,7,2,4,6,2,5,6,3,7,7,1,6,2,7,6,3,3,5
2,21,7,4,4,4,3,3,4,3,3,3,6,5,6,4,1,1,1,1,7,1,1,1,1,1,3,22,13,9,7,5,6,7,3,5,6,5,7,7,6,7,7,5,7,7,7,7,7,7,7
2,21,7,7,3,6,7,7,6,7,7,6,7,7,5,7,1,1,4,3,9,6,7,7,6,6,3,7,1,6,6,3,7,7,3,4,1,1,7,7,7,7,6,2,7,7,7,7,3,2,4
2,21,2,2,3,4,4,2,2,2,1,2,6,3,3,5,3,2,1,1,5,1,3,1,1,1,4,27,0,8,1,2,6,3,2,4,5,2,5,3,6,5,2,2,5,2,6,2,4,4,6
2,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,20,6,1,7,1,2,1,1,1,7,1,1,2,2,2,6,2,2,1,8,8,8,3,6,6,4,10,5,5,6,6,4,7,2,3,1,1,2,7,1,6,2,1,6,7,3,1,3,6,2
1,20,7,4,6,7,2,2,7,3,7,2,6,2,6,2,6,2,2,1,1,1,1,5,6,6,5,40,20,30,1,1,7,7,1,5,3,1,7,7,5,7,4,6,7,7,4,6,2,7,7
1,20,3,5,3,6,6,5,4,5,3,5,4,5,4,5,3,2,1,1,4,2,3,4,4,3,3,10,5,5,2,3,6,3,1,6,4,2,5,5,4,6,4,4,6,3,6,5,3,4,5
1,20,7,3,5,6,4,5,6,3,5,3,3,5,4,3,2,2,2,2,7,7,7,9,7,9,4,10,15,25,5,5,6,6,1,5,6,2,4,7,1,2,3,1,5,7,7,6,6,1,7
2,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,20,1,3,7,7,7,2,3,2,1,3,7,7,6,5,1,1,1,1,1,1,9,1,1,1,3,45,21,31,4,7,7,4,7,5,4,7,6,4,7,5,4,7,6,4,7,4,4,7,7
2,20,5,5,2,7,6,4,2,6,2,5,1,6,4,6,2,8,7,8,9,9,8,9,8,9,3,25,0,17,6,1,7,7,1,5,1,1,7,4,5,7,6,1,7,3,7,7,6,1,6
2,20,7,3,4,5,2,2,4,1,5,1,7,2,5,2,4,3,1,6,9,6,8,8,6,9,3,23,0,3,1,1,7,5,4,7,2,2,7,5,6,7,2,4,7,4,7,7,2,1,6
2,20,7,5,2,5,6,5,3,6,7,5,5,6,6,7,6,6,1,3,9,7,9,5,6,6,3,20,0,10,5,7,5,6,2,4,5,1,3,5,7,6,5,3,5,6,7,4,5,2,6
2,20,4,1,3,1,3,1,1,1,1,1,5,3,3,3,2,2,1,1,2,1,9,6,3,1,4,10,0,2,4,2,7,5,1,5,2,3,5,4,6,7,2,4,7,6,7,2,5,3,5
2,20,6,2,3,4,4,2,5,2,3,2,6,3,6,3,5, , , , , , , , , ,4,30,10,18,2,5,6,6,2,4,3,3,5,6,4,5,3,4,5,4,6,5,4,6,6
2,20,5,2,2,5,3,2,4,2,3,2,6,3,4,3,4,2,1,1,8,2,6,2,1,1,4,30,1,7,3,4,5,5,2,3,4,4,5,6,6,5,3,3,5,4,5,5,5,6,5
2,20,6,6,7,6,7,5,6,6,6,6,7,7,7,7,6,2,1,1,2,1,2,1,1,1,4,1,1,1,5,4,6,6,2,6,3,2,5,5,2,3,5,2,4,3,4,5,5,2,6
1,19,1,1,1,1,2,2,2,2,1,3,1,2,3,3,1,2,2,1,9,1,1,1,1,1,2, , , ,1,1,2,1,1,4,1,1,2,1,1,3,1,1,2,1,5,2,1,3,1
2,19,6,4,3,6,2,6,5,6,7,6,2,3,2,1,6,4,6,5,8,7,2,8,7,8,4,49,43,57,2,6,7,2,5,5,1,5,3,5,3,7,6,6,7,5,6,5,5,4,4
1,18,7,6,2,4,4,6,4,6,5,4,3,5,3,4,5,4,3,5,9,7,7,6,4,7,4,51,13,65,5,2,5,3,4,3,5,7,5,6,7,3,6,5,5,4,5,4,6,4,6
1,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,18,3,4,6,6,4,4,1,2,3,3,3,5,4,3,2,1,1,1,1,1,1,6,6,6,3,35,0,0,5,6,7,6,7,5,5,7,6,6,5,7,7,7,5,5,4,5,6,7,5
1, ,6,5,2,7,2,6,6,5,6,6,1,3,2,4,6,4,5,4,3,4,4,6,7,7,3,89,75,85,7,6,5,7,6,7,6,7,6,5,6,7,6,7,7,6,5,6,7,6,7
